0,1,2,3,4,5
0.2364532,0.6376812,0.5954198,0.55755395,0.52319586,0.06666667
0.22906403,0.6956522,0.6145038,0.6079137,0.57216495,0.072222225
0.23152709,0.6376812,0.5954198,0.5755396,0.55927837,0.06944445
0.22906403,0.6086956,0.48854962,0.54316545,0.507732,0.05
0.22660099,0.5797101,0.4389313,0.47841728,0.4484536,0.058333334
0.23152709,0.5362319,0.60305345,0.5683453,0.53608245,0.06944445
0.22660099,0.5217391,0.5305343,0.5755396,0.52319586,0.083333336
0.22906403,0.5507246,0.5458015,0.51079136,0.49742267,0.06388889
0.22413793,0.5942029,0.47328243,0.47841728,0.47938144,0.044444446
0.21921182,0.65217394,0.49618322,0.47482014,0.45360824,0.033333335
0.21182266,0.6666667,0.38931298,0.44244605,0.40979382,0.03888889
0.21674877,0.5942029,0.35877863,0.37769786,0.36082473,0.036111113
0.22413793,0.5507246,0.28625953,0.34172663,0.3273196,0.027777778
0.21921182,0.5362319,0.24427481,0.32014388,0.30927834,0.022222223
0.21674877,0.5362319,0.25572518,0.2733813,0.31958762,0.027777778
0.20689656,0.6231884,0.3244275,0.41366905,0.38659793,0.019444445
0.19458129,0.6666667,0.21374045,0.31294963,0.29381442,0.94166666
0.2044335,0.6086956,0.26717559,0.24820144,0.24742268,0.055555556
0.2093596,0.5652174,0.2977099,0.30215827,0.33505154,0.041666668
0.18965517,0.6086956,0.14885496,0.24820144,0.23453608,0.030555556
0.18472907,0.6666667,0.3167939,0.29496402,0.26804122,0.06111111
0.18719211,0.6231884,0.3244275,0.30215827,0.28865978,0.03888889
0.20689656,0.5072464,0.114503816,0.20503597,0.26030928,0.9
0.16009852,0.6376812,0.09923664,0.14748201,0.16494845,0.79444444
0.1773399,0.6231884,0.23282443,0.2266187,0.2371134,0.019444445
0.17487685,0.6231884,0.26335877,0.2589928,0.2525773,0.98055553
0.1724138,0.6376812,0.28625953,0.30215827,0.27061856,0.025
0.16256158,0.5942029,0.15648855,0.25539568,0.24226804,0.9611111
0.18719211,0.6086956,0.2519084,0.23381294,0.2525773,0.05
0.18226601,0.6666667,0.15267175,0.26618704,0.26030928,0.9916667
0.18226601,0.6231884,0.24045801,0.22302158,0.23453608,0.06666667
0.19950739,0.5507246,0.40076336,0.37410071,0.36082473,0.047222223
0.18719211,0.5217391,0.34351146,0.33453238,0.35051546,0.07777778
0.18719211,0.4057971,0.32824427,0.3057554,0.29639176,0.06388889
0.16995074,0.46376812,0.045801528,0.30935252,0.28092784,0.85555553
0.1724138,0.5652174,0.39312977,0.36690646,0.36082473,0.041666668
0.1773399,0.5217391,0.23664121,0.41366905,0.3943299,0.06111111
0.16995074,0.5072464,0.08778626,0.1438849,0.16494845,0.84166664
0.15763547,0.5507246,0.22900763,0.26258993,0.25515464,0.94166666
0.16256158,0.5217391,0.15267175,0.17266187,0.21391752,0.019444445
0.14778325,0.5942029,0.20610687,0.2913669,0.28865978,0.80277777
0.14039409,0.5362319,0.08778626,0.18705036,0.19587629,0.8138889
0.14778325,0.5362319,0.08396947,0.12589929,0.13917525,0.7888889
0.12807882,0.49275362,0.091603056,0.08273381,0.10309278,0.8194444
0.16256158,0.4347826,0.103053436,0.11510792,0.12628865,0.98333335
0.14778325,0.46376812,0.09923664,0.11510792,0.14948453,0.8527778
0.15517241,0.4347826,0.103053436,0.1294964,0.17010309,0.84166664
0.13300492,0.5507246,0.24809161,0.23381294,0.21649484,0.013888889
0.13546798,0.46376812,0.09541985,0.21942446,0.1984536,0.025
0.14285715,0.46376812,0.20229007,0.18705036,0.20876288,0.058333334
0.10837439,0.5072464,0.122137405,0.1438849,0.185567,0.11388889
0.14039409,0.44927537,0.057251908,0.1294964,0.13917525,0.75555557
0.13793103,0.42028984,0.045801528,0.08992806,0.09020618,0.43611112
0.14039409,0.3768116,0.030534351,0.1294964,0.23453608,0.41111112
0.14039409,0.44927537,0.091603056,0.15107913,0.15979381,0.10555556
0.13793103,0.4057971,0.045801528,0.10431655,0.12886597,0.75277776
0.08866995,0.49275362,0.08396947,0.10431655,0.12371134,0.87777776
0.073891625,0.5072464,0.103053436,0.17266187,0.15721649,0.013888889
0.093596056,0.5217391,0.20992367,0.22302158,0.19072165,0.125
0.113300495,0.44927537,0.17938931,0.20503597,0.15979381,0.13611111
0.073891625,0.5507246,0.091603056,0.2410072,0.22680412,0.12222222
0.15517241,0.3043478,0.10687023,0.11510792,0.14948453,0.1388889
0.14285715,0.3188406,0.22137405,0.22302158,0.26804122,0.055555556
0.113300495,0.4057971,0.14885496,0.22302158,0.20360824,0.19166666
0.13546798,0.33333334,0.114503816,0.14748201,0.15721649,0.17222223
0.08866995,0.46376812,0.14503817,0.16546762,0.24484536,0.18333334
0.061576355,0.5507246,0.13740458,0.32733813,0.2757732,0.097222224
0.0862069,0.4057971,0.057251908,0.097122304,0.09536082,0.08055556
0.12807882,0.33333334,0.3091603,0.2877698,0.2783505,0.11666667
0.1724138,0.20289855,0.23664121,0.3381295,0.31443298,0.083333336
0.12561576,0.3478261,0.3053435,0.28417265,0.26288658,0.10555556
0.13054188,0.39130434,0.23282443,0.2733813,0.25773194,0.119444445
0.13054188,0.39130434,0.29007635,0.26978418,0.3015464,0.094444446
0.16502462,0.39130434,0.3129771,0.30935252,0.3015464,0.09166667
0.18472907,0.3768116,0.46183205,0.47841728,0.4742268,0.11666667
0.18226601,0.4347826,0.41984734,0.46043167,0.4458763,0.14166667
0.18965517,0.49275362,0.43129772,0.42805755,0.45360824,0.14166667
0.17487685,0.49275362,0.29389313,0.32733813,0.3685567,0.14166667
0.2093596,0.39130434,0.38931298,0.36330935,0.38402063,0.119444445
0.20689656,0.3768116,0.36641222,0.38489208,0.36597937,0.119444445
0.2093596,0.42028984,0.33969465,0.32733813,0.31958762,0.12222222
0.21921182,0.42028984,0.41221374,0.39208633,0.4072165,0.125
0.22167487,0.42028984,0.44656488,0.4352518,0.44072166,0.125
0.22660099,0.4057971,0.40839696,0.42805755,0.4329897,0.12777779
0.22413793,0.39130434,0.39694655,0.39568344,0.39948454,0.125
0.22167487,0.3768116,0.32061067,0.36330935,0.3427835,0.097222224
0.23399015,0.3768116,0.34732825,0.33453238,0.33762887,0.11666667
0.22906403,0.39130434,0.29007635,0.33453238,0.32474226,0.11666667
0.2364532,0.39130434,0.27480915,0.2913669,0.3041237,0.1388889
0.24876848,0.3768116,0.3244275,0.30215827,0.3015464,0.13333334
0.24630542,0.39130434,0.2977099,0.29496402,0.30927834,0.1388889
0.25862068,0.4057971,0.34351146,0.32014388,0.31185567,0.13333334
0.27586207,0.4347826,0.28625953,0.30935252,0.29639176,0.14166667
0.28325123,0.42028984,0.27862597,0.28057554,0.2757732,0.13333334
0.28817734,0.4057971,0.26335877,0.28417265,0.28608248,0.14722222
0.28817734,0.4057971,0.27099237,0.2913669,0.2783505,0.13333334
0.2955665,0.39130434,0.24045801,0.2589928,0.24226804,0.14166667
0.2857143,0.42028984,0.15648855,0.24460432,0.2525773,0.1388889
0.28078818,0.42028984,0.17557251,0.17985612,0.17783505,0.11388889
0.27093595,0.4347826,0.11832061,0.15467626,0.13917525,0.11388889
0.27093595,0.42028984,0.09923664,0.15467626,0.15463917,0.8138889
0.2536946,0.4057971,0.06870229,0.06115108,0.064432986,0.15833333
0.24630542,0.4057971,0.08778626,0.09352518,0.082474224,0.041666668
0.24630542,0.42028984,0.030534351,0.08273381,0.072164945,0.05277778
0.25615764,0.39130434,0.041984733,0.043165468,0.04896907,0.13055556
0.21674877,0.47826087,0.041984733,0.086330935,0.079896905,0.12777779
0.21674877,0.46376812,0.061068702,0.06115108,0.067010306,0.033333335
0.2364532,0.42028984,0.110687025,0.10431655,0.09536082,0.10555556
0.2364532,0.42028984,0.04961832,0.12589929,0.10824742,0.044444446
0.22413793,0.42028984,0.041984733,0.10071942,0.09020618,0.094444446
0.22906403,0.44927537,0.14122137,0.1438849,0.13402061,0.125
0.22906403,0.44927537,0.110687025,0.11151079,0.09020618,0.09166667
0.24876848,0.42028984,0.08015267,0.11510792,0.0927835,0.016666668
0.22906403,0.44927537,0.022900764,0.06834532,0.074742265,0.2611111
0.20197044,0.46376812,0.026717557,0.05755396,0.05154639,0.725
0.26108375,0.4057971,0.030534351,0.0323741,0.033505153,0.75277776
0.21674877,0.6231884,0.14122137,0.1438849,0.11340206,0.79444444
0.21674877,0.8695652,0.103053436,0.11510792,0.09020618,0.65555555
0.19704433,0.92753625,0.08778626,0.097122304,0.10309278,0.6388889
0.22660099,0.7246377,0.091603056,0.118705034,0.09793814,0.75555557
0.18472907,0.5797101,0.08396947,0.08992806,0.09536082,0.6805556
0.22906403,0.47826087,0.14885496,0.13669065,0.11597938,0.74722224
0.22906403,0.44927537,0.20610687,0.19064748,0.15721649,0.8
0.22413793,0.4347826,0.19465649,0.17985612,0.15206185,0.7972222
0.24384236,0.46376812,0.17938931,0.16546762,0.14432989,0.76944447
0.22906403,0.5362319,0.16793893,0.16906475,0.15721649,0.75277776
0.22413793,0.5652174,0.16412213,0.16906475,0.13402061,0.825
0.2413793,0.5942029,0.17175573,0.16546762,0.13659793,0.7888889
0.24630542,0.6086956,0.16793893,0.15827338,0.13402061,0.78333336
0.22167487,0.6376812,0.15267175,0.16187051,0.13402061,0.76111114
0.2364532,0.6231884,0.18320611,0.16906475,0.13659793,0.7861111
0.2364532,0.6086956,0.18320611,0.16906475,0.14948453,0.7777778
0.22660099,0.6231884,0.1870229,0.18705036,0.15206185,0.8055556
0.23891626,0.6231884,0.1870229,0.18705036,0.15979381,0.8055556
0.22906403,0.6376812,0.15648855,0.17985612,0.15979381,0.8472222
0.22660099,0.6376812,0.129771,0.13669065,0.14175257,0.8972222
0.22167487,0.6231884,0.13358779,0.13309352,0.13144329,0.88055557
0.2364532,0.5797101,0.13740458,0.14748201,0.13144329,0.8
0.24876848,0.5507246,0.015267176,0.08992806,0.087628864,0.9916667
0.26600984,0.5362319,0.034351144,0.0323741,0.064432986,0.11111111
0.26600984,0.5797101,0.14885496,0.14748201,0.17525773,0.119444445
0.23399015,0.6086956,0.026717557,0.118705034,0.12371134,0.083333336
0.25123152,0.65217394,0.13740458,0.12589929,0.12886597,0.108333334
0.24384236,0.6666667,0.03816794,0.16187051,0.15206185,0.35277778
0.28325123,0.6231884,0.17557251,0.16187051,0.14175257,0.13055556
0.317734,0.5942029,0.17938931,0.16906475,0.15979381,0.13333334
0.30541873,0.6231884,0.1908397,0.17985612,0.15206185,0.15
0.30541873,0.6231884,0.17175573,0.18705036,0.17268041,0.15555556
0.32019705,0.65217394,0.1870229,0.19064748,0.15463917,0.16944444
0.33004925,0.6666667,0.110687025,0.17266187,0.15463917,0.20277777
0.33990148,0.6666667,0.17175573,0.15827338,0.13659793,0.16944444
0.34236452,0.68115944,0.14503817,0.17266187,0.16237113,0.15555556
0.33497536,0.73913044,0.16412213,0.17266187,0.14948453,0.20833333
0.32512316,0.7826087,0.14503817,0.16187051,0.13659793,0.18055555
0.3275862,0.8115942,0.122137405,0.13669065,0.11597938,0.15555556
0.33251232,0.942029,0.17175573,0.15827338,0.13402061,0.18888889
0.33251232,0.98550725,0.22137405,0.20503597,0.18298969,0.18055555
0.34236452,0.9710145,0.20610687,0.19064748,0.18814433,0.17777778
0.34236452,0.92753625,0.20992367,0.20143884,0.1984536,0.18055555
0.33497536,0.9710145,0.17557251,0.16187051,0.16237113,0.22222222
0.33497536,0.9710145,0.21374045,0.19784172,0.18041237,0.20833333
0.33004925,0.9710145,0.16030534,0.176259,0.15721649,0.18611111
0.33251232,0.9710145,0.16030534,0.15467626,0.13659793,0.19166666
0.32512316,0.9710145,0.1870229,0.18345323,0.17783505,0.18055555
0.32512316,0.9710145,0.20610687,0.19064748,0.17268041,0.16666667
0.33251232,0.98550725,0.19847327,0.18345323,0.17010309,0.17777778
0.33251232,0.9710145,0.20992367,0.19424461,0.185567,0.17222223
0.317734,0.9710145,0.22137405,0.22302158,0.20360824,0.17222223
0.32019705,0.9710145,0.22519083,0.21582733,0.20360824,0.16111112
0.33004925,0.95652175,0.24045801,0.22302158,0.20103092,0.15555556
0.317734,0.9710145,0.2519084,0.2410072,0.22164948,0.13611111
0.30541873,0.9710145,0.26717559,0.24820144,0.23195876,0.13333334
0.33251232,0.9710145,0.2519084,0.25179857,0.22164948,0.11111111
0.3448276,0.942029,0.16412213,0.2266187,0.19329897,0.125
0.317734,0.8115942,0.13740458,0.17266187,0.14432989,0.13333334
0.30541873,0.73913044,0.13358779,0.13309352,0.12628865,0.1
0.28817734,0.6956522,0.1908397,0.19064748,0.14690721,0.097222224
0.34236452,0.5652174,0.20610687,0.2266187,0.19072165,0.08055556
0.28817734,0.6376812,0.15267175,0.19064748,0.14690721,0.019444445
0.29802954,0.6231884,0.04961832,0.11510792,0.1056701,0.24166666
0.31034482,0.65217394,0.07251909,0.16906475,0.17268041,0.21666667
0.29802954,0.6956522,0.19465649,0.19784172,0.15721649,0.094444446
0.3004926,0.7246377,0.1870229,0.176259,0.13917525,0.1
0.27093595,0.7246377,0.022900764,0.12230216,0.1185567,0.06388889
0.31034482,0.6666667,0.057251908,0.053956833,0.067010306,0.55277777
0.26108375,0.6956522,0.06870229,0.06834532,0.072164945,0.68333334
0.2783251,0.6956522,0.0648855,0.11510792,0.1185567,0.6333333
0.30541873,0.6666667,0.103053436,0.09352518,0.082474224,0.5472222
0.33743843,0.6666667,0.061068702,0.08992806,0.069587626,0.5694444
0.31034482,0.76811594,0.07633588,0.06834532,0.06185567,0.65555555
0.30295566,0.8115942,0.06870229,0.12230216,0.09793814,0.6027778
0.29064038,0.8405797,0.0648855,0.07913669,0.077319585,0.62222224
0.33497536,0.7826087,0.129771,0.118705034,0.0927835,0.60833335
0.2857143,0.79710144,0.07633588,0.1294964,0.09536082,0.55
0.24630542,0.8405797,0.11832061,0.13669065,0.11597938,0.5694444
0.317734,0.65217394,0.17175573,0.15827338,0.12628865,0.7111111
0.30788177,0.6231884,0.09923664,0.14748201,0.12113402,0.55
0.3128079,0.6376812,0.06870229,0.107913665,0.1056701,0.5
0.2536946,0.73913044,0.10687023,0.10431655,0.0927835,0.6333333
0.30788177,0.68115944,0.17557251,0.17985612,0.15463917,0.7416667
0.2955665,0.71014494,0.14885496,0.13669065,0.12886597,0.7027778
0.30788177,0.7826087,0.20229007,0.18705036,0.15979381,0.76944447
0.30788177,0.8405797,0.16412213,0.2086331,0.17010309,0.7583333
0.29802954,0.9130435,0.18320611,0.16906475,0.14175257,0.74444443
0.27586207,0.942029,0.114503816,0.14748201,0.14690721,0.5416667
0.3128079,0.9130435,0.17175573,0.15827338,0.13144329,0.75
0.3128079,0.92753625,0.22137405,0.20503597,0.17268041,0.7777778
0.3128079,0.942029,0.24045801,0.22302158,0.18041237,0.7861111
0.31527093,0.95652175,0.24427481,0.25179857,0.20876288,0.7722222
0.31034482,0.9710145,0.21374045,0.2086331,0.18041237,0.78055555
0.29310346,0.942029,0.0648855,0.176259,0.14948453,0.5972222
0.3128079,0.7246377,0.07633588,0.06834532,0.074742265,0.5972222
0.29802954,0.5652174,0.0648855,0.08273381,0.067010306,0.57222223
0.33251232,0.5797101,0.057251908,0.06834532,0.06185567,0.8333333
0.34236452,0.44927537,0.08396947,0.086330935,0.077319585,0.65
0.3226601,0.5942029,0.007633588,0.0647482,0.064432986,0.9583333
0.3817734,0.73913044,0.04961832,0.07194245,0.082474224,0.64166665
0.35221675,0.884058,0.091603056,0.086330935,0.077319585,0.51666665
0.3546798,0.95652175,0.114503816,0.10431655,0.085051544,0.51666665
0.37438422,0.884058,0.09923664,0.08992806,0.072164945,0.62222224
0.3596059,0.942029,0.011450382,0.06115108,0.05670103,0.45277777
0.3596059,0.95652175,0.01908397,0.017985612,0.036082473,0.27222222
0.33497536,0.8695652,0.091603056,0.08273381,0.0927835,0.18333334
0.34236452,0.89855075,0.103053436,0.11151079,0.10309278,0.16111112
0.34729064,0.95652175,0.09923664,0.11151079,0.09793814,0.15833333
