0,1,2,3,4,5
0.3170934,0.86218834,0.47963637,0.46680456,0.45505202,0.6315128
0.31848004,0.8749738,0.5137925,0.48510307,0.44956037,0.5915076
0.29895952,0.7748165,0.47753707,0.46833727,0.46011823,0.5690629
0.32839695,0.7709984,0.39549318,0.41977605,0.41840264,0.5811243
0.31343102,0.80228907,0.3894474,0.39566523,0.39105368,0.62150896
0.31018612,0.9179847,0.38045374,0.43742388,0.43577573,0.5773519
0.31161407,0.8580094,0.46471414,0.4518792,0.43988934,0.5953338
0.3413062,0.8563057,0.3727556,0.42028248,0.42179736,0.6214732
0.32706568,0.86316246,0.42795706,0.41700616,0.4043379,0.58715045
0.3367042,0.8776259,0.3423984,0.38881156,0.38672462,0.5538712
0.32566875,0.882495,0.40459394,0.41248116,0.406064,0.55596256
0.30986345,0.80142474,0.47061786,0.4602916,0.450985,0.6523827
0.30581754,0.86776215,0.5123499,0.4955559,0.47970384,0.5992337
0.33548754,0.846837,0.454289,0.4674121,0.46756938,0.6094459
0.3319314,0.8944038,0.43864667,0.48230943,0.488357,0.6928587
0.30871418,0.8615436,0.4577973,0.48739132,0.48999944,0.6771054
0.3126929,0.8609323,0.48549,0.48261598,0.4771061,0.65486866
0.29701558,0.86884075,0.4626936,0.46935314,0.46737316,0.70102173
0.32941675,0.8919681,0.4944313,0.4843598,0.47690877,0.69752246
0.33026224,0.82350945,0.3559033,0.41893923,0.42467842,0.70440674
0.33648226,0.7500633,0.47189343,0.47288138,0.47701016,0.7251668
0.3314216,0.7658762,0.48589122,0.47836703,0.47890192,0.73056895
0.33498782,0.70966434,0.50568616,0.50654465,0.5149977,0.77982914
0.32120058,0.7461405,0.49648225,0.5128538,0.5203282,0.72625893
0.28436527,0.7072487,0.43189168,0.4183034,0.39634392,0.13593622
0.29409248,0.7325617,0.37079474,0.35380334,0.3307455,0.13011645
0.30945486,0.6984477,0.38762406,0.37263542,0.3543971,0.11901752
0.2858691,0.7007775,0.41934916,0.39886963,0.3692788,0.10808989
0.31601092,0.70052934,0.44615936,0.4250116,0.39833614,0.11509912
0.30243394,0.7127613,0.40955693,0.4172064,0.40177712,0.119329445
0.3196494,0.71396977,0.42033312,0.40733907,0.387638,0.1136913
0.32137218,0.65661883,0.45216477,0.43234444,0.409952,0.13502742
0.30286142,0.7006752,0.4315828,0.42162776,0.40189636,0.11727377
0.31411642,0.69966125,0.4708894,0.44543067,0.4109664,0.118265875
0.29917634,0.73958313,0.39651754,0.38461703,0.3644201,0.09489895
0.33295295,0.7095669,0.41245326,0.39131737,0.36477247,0.13647346
0.33457735,0.7429455,0.41643494,0.3980584,0.37363777,0.1277258
0.3583355,0.7260144,0.39335623,0.3721348,0.3492716,0.13264082
0.32053187,0.7206182,0.4173998,0.3966057,0.36927417,0.11517943
0.33167478,0.73179436,0.43541002,0.40952674,0.3718772,0.13671173
0.3392959,0.7264144,0.41016132,0.39773205,0.37942496,0.13646083
0.3401253,0.73325574,0.39277938,0.37571654,0.35409585,0.14084086
0.31780985,0.7311978,0.47393554,0.45149022,0.41857007,0.11669595
0.30125064,0.6950244,0.41826737,0.41833624,0.4040272,0.1102588
0.32111725,0.71841276,0.44998935,0.42514688,0.38995603,0.13508904
0.33859783,0.7224209,0.47507596,0.4653991,0.4456173,0.15320612
0.31099117,0.7059241,0.43539476,0.47104442,0.45747223,0.1487252
0.31804654,0.79486555,0.39747915,0.3967252,0.37965113,0.1890824
0.38932964,0.91666055,0.47438022,0.4917853,0.49841005,0.6063368
0.38691542,0.86403006,0.49868983,0.47554597,0.45885524,0.5761718
0.38886485,0.743002,0.48928437,0.5007654,0.50911206,0.62756157
0.37908265,0.72451204,0.47965106,0.47964805,0.48003167,0.59097177
0.3657685,0.7439504,0.36455855,0.42499787,0.43195537,0.6350098
0.38077953,0.78069705,0.35319543,0.3733123,0.3725153,0.58197933
0.38145587,0.6899962,0.3593334,0.35196453,0.34835693,0.61198044
0.3727047,0.7712368,0.25815693,0.3249771,0.33154595,0.66307384
0.38543063,0.77678436,0.34923205,0.33872417,0.33429444,0.60462224
0.35038412,0.6950133,0.32984263,0.34787115,0.34719238,0.63103175
0.36508602,0.7497942,0.2800764,0.3180027,0.3201587,0.64484346
0.34091255,0.85956454,0.40716907,0.4379372,0.43971932,0.6383014
0.34695002,0.9256495,0.37839368,0.41610307,0.41253445,0.5398812
0.36069682,0.83567613,0.36615852,0.37920132,0.37469223,0.53684294
0.34253109,0.88223165,0.42567202,0.4138449,0.40081427,0.57894933
0.38966528,0.84881556,0.45755804,0.4417814,0.43321434,0.5882165
0.37682667,0.8669412,0.36280772,0.37062162,0.36880672,0.62065953
0.3821389,0.86629015,0.47063503,0.44770885,0.42994577,0.6270255
0.37335774,0.92192423,0.36751932,0.40476573,0.40658343,0.6669766
0.34069178,0.92465645,0.24809882,0.32374588,0.32683378,0.6409665
0.3604802,0.77831244,0.33325863,0.31936276,0.30966023,0.62985754
0.360279,0.8044185,0.31942108,0.31077445,0.30587143,0.6190117
0.3764162,0.7819039,0.44083813,0.42187378,0.40507394,0.57374996
0.3803964,0.8396635,0.36851528,0.4090981,0.41188365,0.5541699
0.17686695,0.5827933,0.20107202,0.23360649,0.22327505,0.060900114
0.19628328,0.6102892,0.16453578,0.18649772,0.18043627,0.02546671
0.22061834,0.5401664,0.17173424,0.21478483,0.2151329,0.9568475
0.21564591,0.5085418,0.18249796,0.19850768,0.19353473,0.042489026
0.17427719,0.52420735,0.16409636,0.17533146,0.17123221,0.9653478
0.17935616,0.54859954,0.15000263,0.22012736,0.21799979,0.93203783
0.17933571,0.5801206,0.21210435,0.20719235,0.19607048,0.054387618
0.17520714,0.5375135,0.1408618,0.18693727,0.1845781,0.9525295
0.18641305,0.5538048,0.20671497,0.21805538,0.21190462,0.93742514
0.17438823,0.56484544,0.20340404,0.20007917,0.19057156,0.033516377
0.19849691,0.48047262,0.2044121,0.20168433,0.19706383,0.9670583
0.19853011,0.50791466,0.172895,0.23646684,0.23691386,0.96045136
0.1873835,0.5585461,0.2507728,0.24776211,0.23844805,0.019219967
0.17119549,0.5803283,0.23019736,0.26158464,0.25294736,0.01691646
0.18631527,0.5733794,0.15507415,0.3181953,0.3183369,0.92480886
0.17941105,0.6011664,0.1405295,0.19414319,0.1903972,0.93346184
0.18752357,0.5754428,0.22922695,0.23629174,0.22987808,0.9601548
0.17351933,0.5380751,0.1747576,0.19563645,0.18869649,0.035514757
